review_score,payment_value,deliver_time
5,35.78,4.0
4,139.03,28.0
1,110.7,12.0
5,139.24,1.0
5,102.33,22.0
5,118.03,5.0
5,234.17,4.0
5,21.01,3.0
3,70.72,6.0
5,54.42,8.0
5,112.71,7.0
5,155.73,17.0
5,148.06,10.0
5,47.91,4.0
1,202.26,24.0
1,181.59,20.0
5,157.21,4.0
5,42.76,18.0
5,41.0,12.0
4,864.13,3.0
3,115.13,12.0
5,50.74,6.0
5,126.6,6.0
5,93.91,21.0
4,56.0,20.0
5,48.27,5.0
5,64.11,9.0
5,77.03,13.0
4,189.59,16.0
5,49.59,6.0
4,171.01,9.0
5,123.18,20.0
5,43.27,5.0
5,139.98,13.0
5,37.84,7.0
5,349.08,15.0
1,31.11,6.0
5,186.45,12.0
5,81.72,1.0
5,50.7,30.0
4,156.28,17.0
5,65.11,10.0
5,99.65,8.0
2,39.05,8.0
3,22.29,5.0
5,49.32,5.0
5,59.75,8.0
5,41.0,19.0
5,57.68,5.0
4,254.76,13.0
5,241.21,9.0
5,104.96,13.0
1,309.12,32.0
5,65.13,9.0
5,158.09,31.0
4,43.27,9.0
5,97.87,4.0
5,171.62,12.0
4,33.37,10.0
3,96.31,6.0
4,41.84,9.0
5,86.15,11.0
5,45.52,11.0
3,47.3,5.0
5,82.4,11.0
5,42.78,6.0
5,176.59,24.0
4,150.04,18.0
4,611.81,29.0
5,85.55,17.0
3,261.15999999999997,8.0
1,138.52,7.0
5,39.75,4.0
5,225.96,16.0
5,129.9,14.0
5,305.63,4.0
1,72.56,40.0
5,133.86,2.0
5,61.4,8.0
5,53.27,8.0
5,72.64,9.0
5,22.28,3.0
5,133.64,6.0
2,124.52,6.0
5,98.56,24.0
5,204.18,3.0
4,1166.43,12.0
4,68.88,4.0
5,49.0,13.0
5,565.5799999999999,7.0
5,135.92,16.0
5,63.28,5.0
4,294.14,8.0
2,297.95,7.0
3,148.15,10.0
1,79.61,10.0
5,131.27,11.0
1,181.76,16.0
5,70.83,44.0
3,70.83,44.0
1,134.49,66.0
5,48.69,17.0
5,148.49,9.0
5,63.1,13.0
1,198.66,13.0
5,73.34,10.0
5,54.59,8.0
5,116.12,8.0
1,33.56,24.0
2,129.56,27.0
5,462.07,2.0
4,373.17,6.0
5,168.08,9.0
5,226.12,21.0
5,229.63,7.0
5,151.12,28.0
5,80.73,3.0
5,65.71,8.0
4,122.57,1.0
4,101.6,18.0
1,60.1,14.0
5,76.58,17.0
4,32.99,7.0
5,133.05,16.0
5,178.72,4.0
5,51.69,12.0
5,137.45,8.0
1,178.27,74.0
4,75.19,7.0
5,85.18,6.0
1,504.35,51.0
5,61.36,14.0
4,130.56,4.0
5,82.73,9.0
5,117.47,6.0
5,32.77,4.0
5,117.42,16.0
5,150.05,10.0
4,68.59,15.0
4,33.13,6.0
5,74.17,13.0
4,41.5,13.0
4,177.9,7.0
5,118.68,19.0
5,56.22,16.0
4,210.54,13.0
5,84.11,14.0
5,73.03,7.0
3,94.77,4.0
4,329.55,8.0
5,84.83,15.0
5,149.51,16.0
1,154.14,14.0
4,64.06,9.0
5,231.99,33.0
3,117.46,8.0
5,68.73,11.0
5,47.74,18.0
3,276.68,6.0
5,165.8,18.0
4,147.62,29.0
4,128.26,5.0
5,919.38,8.0
3,30.96,9.0
5,147.05,11.0
5,162.63,12.0
1,204.67,24.0
5,48.04,22.0
3,28.09,17.0
3,90.17,20.0
4,51.09,20.0
5,71.53,7.0
5,238.81,31.0
5,120.87,12.0
5,62.65,4.0
5,320.45,18.0
4,158.22,16.0
5,157.07,23.0
4,116.26,13.0
5,134.94,10.0
1,118.02,110.0
3,415.51,6.0
5,412.16,20.0
4,98.16,6.0
4,379.67,9.0
5,79.31,16.0
5,80.21,12.0
5,168.5,10.0
4,51.73,12.0
4,71.62,13.0
5,247.52,8.0
4,37.76,4.0
4,95.31,30.0
4,54.0,7.0
5,338.77,7.0
5,338.77,7.0
5,101.16,8.0
2,87.73,14.0
5,122.4,14.0
5,262.1,12.0
5,58.99,2.0
5,99.78,4.0
4,157.54,6.0
5,212.94,11.0
5,40.58,10.0
4,71.14,11.0
5,130.96,6.0
5,116.96,6.0
4,37.86,16.0
5,215.55,14.0
5,172.55,10.0
5,213.78,16.0
5,37.44,10.0
5,316.76,13.0
5,29.34,3.0
5,203.3,5.0
5,213.14,11.0
5,62.44,12.0
4,111.3,11.0
3,146.13,12.0
5,407.67,1.0
5,89.88,23.0
5,374.28,9.0
3,33.23,8.0
5,158.53,7.0
4,31.33,1.0
1,114.35,18.0
1,122.92,14.0
5,251.63,17.0
4,434.26,6.0
3,45.0,10.0
4,113.56,5.0
4,142.19,28.0
5,474.98,7.0
4,563.16,17.0
5,52.34,7.0
5,131.46,12.0
5,94.52,13.0
5,188.34,10.0
5,480.33,20.0
5,418.17,5.0
5,195.17,5.0
5,200.45,45.0
5,36.0,13.0
5,41.68,2.0
5,67.5,26.0
5,2153.35,11.0
5,52.09,6.0
4,92.32,14.0
5,154.42,13.0
5,50.09,8.0
1,42.5,32.0
1,53.1,59.0
5,82.12,5.0
5,70.49,7.0
5,79.33,2.0
5,46.29,15.0
5,161.67,4.0
3,141.13,15.0
4,63.23,12.0
3,142.92,1.0
4,41.88,3.0
5,168.14,7.0
2,392.89,2.0
5,65.87,4.0
5,98.44,20.0
5,53.9,12.0
3,76.17,44.0
5,94.58,4.0
4,148.34,11.0
5,87.48,7.0
3,42.11,12.0
5,42.11,12.0
5,57.61,13.0
4,133.25,8.0
5,148.15,6.0
1,594.69,34.0
5,72.36,22.0
5,45.55,15.0
5,328.26,8.0
3,71.15,4.0
5,71.71,10.0
3,71.62,7.0
5,209.15,3.0
1,408.15,39.0
4,121.7,5.0
5,242.8,4.0
5,45.22,4.0
5,33.42,12.0
5,151.01,6.0
3,79.01,14.0
5,133.98,9.0
5,47.29,8.0
4,180.6,9.0
5,173.13,8.0
4,121.76,4.0
2,83.0,6.0
5,119.37,8.0
5,88.08,12.0
5,54.6,9.0
4,601.19,17.0
4,109.49,21.0
5,62.41,10.0
5,62.27,6.0
1,626.48,15.0
5,44.53,22.0
5,77.09,17.0
3,36.46,5.0
5,103.14,7.0
4,103.82,12.0
5,255.92,11.0
5,31.67,6.0
5,387.78,15.0
5,154.73,7.0
5,129.67,14.0
5,52.38,5.0
4,94.65,6.0
5,68.27,7.0
5,108.88,2.0
1,57.99,6.0
5,193.84,5.0
3,99.43,5.0
5,92.9,4.0
5,399.72,13.0
5,311.34,2.0
5,199.59,11.0
5,66.78,19.0
4,42.58,4.0
4,64.1,14.0
5,268.2,14.0
4,294.7,6.0
5,139.09,2.0
5,71.91,3.0
5,133.91,8.0
5,49.42,8.0
5,95.0,7.0
4,186.7,18.0
5,60.42,4.0
5,33.09,11.0
4,80.1,11.0
1,81.78,10.0
4,45.09,18.0
5,124.39,21.0
1,623.18,16.0
5,144.75,2.0
5,708.95,28.0
5,24.94,13.0
5,56.94,7.0
3,41.21,9.0
4,106.11,26.0
5,53.48,2.0
5,113.2,5.0
4,66.04,11.0
5,229.65,11.0
5,75.08,13.0
5,54.62,7.0
5,173.84,12.0
4,154.14,21.0
5,61.0,22.0
2,52.53,26.0
2,95.09,8.0
5,92.9,24.0
3,92.2,14.0
5,64.0,8.0
5,218.11,7.0
1,89.58,36.0
5,83.43,8.0
4,146.68,10.0
5,124.02,22.0
1,156.55,53.0
5,47.95,6.0
4,86.15,20.0
4,162.65,7.0
4,314.92,5.0
5,104.4,22.0
3,144.4,18.0
5,133.58,11.0
4,88.78,6.0
5,96.47,9.0
1,320.31,14.0
5,625.4,13.0
4,174.22,4.0
1,163.24,22.0
5,42.27,6.0
3,130.0,7.0
5,32.38,6.0
4,111.78,5.0
4,72.15,17.0
5,38.2,36.0
4,166.5,20.0
1,220.03,5.0
5,47.69,4.0
5,64.51,6.0
4,207.9,15.0
4,61.1,11.0
4,53.29,3.0
5,118.35,11.0
1,32.09,10.0
5,45.45,7.0
5,283.33,7.0
4,101.25,13.0
5,313.99,5.0
3,430.12,20.0
5,82.98,5.0
5,62.68,13.0
5,33.34,4.0
4,149.0,7.0
5,140.63,17.0
5,386.76,14.0
1,73.04,18.0
5,168.88,7.0
4,475.01,13.0
4,110.19,11.0
2,39.84,5.0
1,165.83999999999997,7.0
4,49.7,17.0
5,82.65,4.0
5,58.31,9.0
4,184.69,13.0
5,70.14,4.0
5,108.69,11.0
4,88.86,28.0
4,397.26,6.0
4,95.02,10.0
5,67.59,18.0
4,112.42,19.0
5,28.0,13.0
5,60.0,14.0
5,48.17,2.0
5,44.1,7.0
5,165.64,19.0
2,262.94,2.0
5,40.27,4.0
5,170.86,4.0
3,84.77,11.0
5,151.9,12.0
2,149.03,10.0
3,316.57,8.0
5,63.73,8.0
5,93.84,4.0
5,24.86,13.0
5,248.66,3.0
5,78.71,16.0
3,70.89,9.0
5,41.85,7.0
5,362.93,13.0
5,73.77,6.0
5,219.2,13.0
5,22.29,6.0
5,136.66,12.0
4,199.51,3.0
5,121.76,6.0
1,68.12,45.0
5,82.91,3.0
4,52.77,6.0
5,811.77,2.0
5,110.99,9.0
5,190.89,12.0
4,138.84,8.0
3,31.75,10.0
5,170.18,7.0
5,68.82,4.0
2,98.81,41.0
2,108.06,9.0
5,162.5,14.0
5,157.99,9.0
1,119.81,26.0
5,284.9,6.0
5,46.99,16.0
4,150.32,14.0
5,138.07,5.0
4,1828.41,1.0
5,232.35,6.0
4,172.29,10.0
5,137.08,6.0
5,24.68,3.0
5,63.52,11.0
5,74.16,6.0
4,118.48,6.0
4,1570.79,11.0
5,33.51,14.0
3,89.27,4.0
5,151.04,14.0
4,417.02,14.0
5,125.12,7.0
1,289.51,26.0
5,47.04,24.0
5,30.38,4.0
5,150.92,8.0
4,96.8,10.0
5,175.87,11.0
5,25.51,9.0
3,44.47,15.0
5,180.75,7.0
4,138.17,23.0
5,72.18,5.0
5,137.53,7.0
4,200.28,10.0
5,73.48,1.0
4,95.2,6.0
4,111.81,12.0
5,793.27,2.0
4,177.49,9.0
5,93.39,13.0
5,158.01,3.0
5,51.05,5.0
1,285.54,27.0
4,22.77,7.0
1,32.39,5.0
5,239.42,6.0
5,58.27,5.0
5,52.92,10.0
5,73.84,8.0
5,69.24,6.0
5,262.75,7.0
5,56.5,13.0
5,34.81,9.0
4,157.41,24.0
4,123.68,4.0
2,108.19,8.0
5,99.55,10.0
5,92.55,8.0
5,444.92,12.0
5,76.94,4.0
5,41.27,2.0
5,398.14,3.0
4,57.75,11.0
1,135.19,31.0
1,83.25,41.0
5,40.42,7.0
3,189.19,8.0
3,47.59,3.0
5,76.15,4.0
3,101.05,34.0
3,333.91,7.0
5,55.0,13.0
4,133.25,17.0
4,126.33,17.0
4,69.5,14.0
5,88.2,5.0
5,300.22,4.0
5,44.0,6.0
5,127.5,7.0
5,24.77,7.0
5,85.16,9.0
5,144.13,9.0
1,107.75,13.0
5,335.48,6.0
4,75.22,2.0
5,120.4,6.0
4,389.07,11.0
5,365.6,17.0
2,55.69,17.0
5,66.74,15.0
4,403.95,15.0
5,41.84,12.0
1,178.51,13.0
5,106.25,6.0
4,56.5,18.0
3,70.13,25.0
5,199.81,4.0
5,27.77,5.0
1,166.23,5.0
5,173.28,13.0
3,66.99,13.0
5,82.43,4.0
5,47.68,8.0
4,135.58,2.0
4,28.17,2.0
1,249.62,49.0
5,108.28,13.0
5,57.83,13.0
5,158.59,8.0
5,42.69,13.0
5,148.15,9.0
4,176.16,18.0
4,182.18,8.0
5,83.12,11.0
5,46.14,8.0
3,36.28,10.0
4,209.94,5.0
3,246.99,5.0
5,286.59,3.0
4,52.36,9.0
3,40.42,21.0
3,74.39,10.0
5,171.32,11.0
5,548.45,11.0
5,75.17,35.0
5,119.78999999999999,6.0
5,150.91,28.0
3,46.0,21.0
5,139.16,6.0
5,81.42,8.0
4,102.84,3.0
5,52.98,3.0
3,61.22,17.0
4,321.58,15.0
5,189.02,29.0
5,130.16,13.0
5,69.53,8.0
5,159.39,10.0
3,65.14,2.0
5,78.2,14.0
5,155.98,6.0
5,185.84,8.0
5,139.07,8.0
5,83.94,25.0
4,1221.39,5.0
2,52.0,14.0
5,189.08,7.0
4,114.9,13.0
5,114.9,13.0
4,72.66,7.0
5,46.85,11.0
5,278.43,9.0
4,379.2,26.0
4,31.33,24.0
5,86.73,8.0
5,107.85,2.0
5,96.7,17.0
3,107.44,21.0
5,192.22,5.0
5,126.11,10.0
1,36.75,6.0
5,137.08,11.0
5,103.55,13.0
3,176.16,6.0
5,114.7,13.0
5,51.98,8.0
1,82.36,25.0
4,172.14,2.0
5,54.0,9.0
3,56.61,7.0
4,77.11,10.0
5,70.74,18.0
5,340.47,3.0
4,77.72,6.0
1,38.42,22.0
5,39.09,14.0
5,62.78,5.0
5,94.62,3.0
3,68.35,12.0
1,68.8,39.0
5,80.92,15.0
4,31.89,7.0
4,42.64,13.0
4,76.18,9.0
1,108.46,29.0
5,67.5,31.0
5,182.4,12.0
5,57.78,6.0
5,93.48,4.0
5,244.15,3.0
5,244.15,3.0
5,58.37,4.0
1,544.18,6.0
5,30.09,10.0
1,161.79,25.0
5,28.41,7.0
5,134.89,35.0
1,29.77,6.0
3,459.5,11.0
1,30.42,45.0
5,53.08,6.0
5,155.14,9.0
5,214.42000000000002,4.0
1,58.59,12.0
5,26.13,18.0
4,75.08,11.0
3,142.1,4.0
4,75.2,6.0
4,24.95,6.0
5,72.98,5.0
4,159.1,9.0
4,111.65,11.0
5,87.64,13.0
5,125.63,24.0
5,62.74,8.0
4,135.08,6.0
5,65.87,15.0
1,649.86,5.0
1,40.27,3.0
5,102.48,3.0
5,77.82,30.0
1,101.73,18.0
5,368.6,8.0
5,80.15,10.0
5,32.1,31.0
2,38.63,4.0
5,92.5,14.0
5,230.1,4.0
5,137.09,6.0
1,85.81,2.0
5,75.03,6.0
1,405.33,11.0
1,236.3,6.0
1,79.72,26.0
4,160.4,9.0
4,151.39,23.0
5,71.14,13.0
5,60.42,16.0
5,38.22,12.0
5,50.49,5.0
2,153.96,11.0
5,35.42,2.0
5,44.0,7.0
1,315.75,47.0
2,216.06,18.0
4,319.11,12.0
5,89.75,19.0
1,57.29,22.0
4,49.64,7.0
5,149.0,13.0
4,76.17,17.0
4,35.23,19.0
1,122.05,15.0
5,89.17,8.0
5,221.88,11.0
5,95.31,16.0
4,62.84,9.0
5,34.0,16.0
5,118.17,10.0
3,221.79,23.0
5,27.86,11.0
5,78.71,3.0
5,354.64,4.0
5,50.14,20.0
3,1079.71,10.0
5,56.37,14.0
1,155.14,12.0
4,57.91,19.0
4,76.78,2.0
5,111.88,2.0
4,146.68,11.0
4,117.53,13.0
3,182.2,3.0
4,72.27,16.0
5,89.56,13.0
5,30.35,9.0
5,65.85,20.0
4,45.28,6.0
1,392.56,26.0
4,39.5,12.0
4,159.13,22.0
3,95.3,6.0
4,217.45,30.0
5,68.35,9.0
4,31.28,25.0
5,896.28,12.0
5,138.15,7.0
5,58.62,5.0
4,122.55,10.0
5,163.69,10.0
5,171.22,16.0
5,243.01,13.0
3,62.51,15.0
5,43.1,8.0
4,21.94,5.0
4,309.22,23.0
4,69.97,7.0
5,1165.99,4.0
1,64.0,44.0
5,105.28,19.0
5,113.76,5.0
5,90.88,13.0
5,39.32,4.0
3,99.34,2.0
5,62.38,3.0
4,106.99,14.0
5,160.45,13.0
5,36.84,8.0
5,53.27,9.0
4,101.73,14.0
5,126.72,4.0
5,88.8,4.0
5,68.94,8.0
4,31.75,13.0
5,193.84,13.0
5,148.79,10.0
3,27.77,5.0
5,107.78,6.0
4,107.78,6.0
5,45.09,11.0
5,124.52,6.0
5,66.89,10.0
5,304.52,8.0
5,1915.13,5.0
5,211.91,2.0
5,152.44,2.0
5,42.77,6.0
5,91.05,9.0
5,46.0,12.0
4,45.01,7.0
4,99.9,13.0
5,82.27,7.0
5,194.11,11.0
5,74.05,9.0
5,33.19,6.0
5,112.8,2.0
5,40.7,6.0
4,102.64,10.0
3,37.62,21.0
5,184.93,14.0
1,369.92,12.0
5,115.71,19.0
5,112.84,15.0
5,187.1,4.0
5,134.35,29.0
5,62.53,10.0
3,105.06,23.0
4,44.52,14.0
5,127.92,28.0
5,69.71,10.0
5,63.55,2.0
5,60.78,13.0
5,24.1,9.0
5,126.26,10.0
5,40.22,10.0
5,30.19,8.0
4,32.38,12.0
1,68.35,13.0
5,62.68,32.0
5,42.11,14.0
1,544.92,9.0
5,47.82,5.0
4,80.63,10.0
5,24.1,5.0
5,77.95,8.0
5,128.88,7.0
5,150.05,8.0
5,139.43,22.0
5,76.11,12.0
4,217.55,11.0
5,98.23,5.0
2,118.41,9.0
5,37.94,6.0
3,44.93,1.0
5,140.51,7.0
5,71.17,14.0
5,436.42,12.0
4,905.03,18.0
5,65.79,18.0
5,29.47,8.0
5,39.44,12.0
3,305.57,32.0
4,94.63,13.0
5,33.98,14.0
5,131.81,12.0
5,114.34,14.0
5,131.62,2.0
5,112.2,7.0
3,42.0,23.0
4,139.81,31.0
4,108.0,15.0
5,295.38,9.0
5,185.76,2.0
5,61.37,2.0
4,242.33999999999997,6.0
5,310.26,20.0
4,105.28,17.0
1,227.76,42.0
5,118.66,7.0
4,85.62,13.0
3,127.24,10.0
5,284.71,9.0
5,177.26,11.0
4,63.1,7.0
4,410.13,20.0
5,271.63,38.0
5,130.0,3.0
5,199.52,7.0
3,41.62,7.0
4,108.84,21.0
3,617.93,33.0
4,312.53,6.0
3,161.37,8.0
5,265.96,20.0
5,34.44,2.0
5,40.1,6.0
5,46.29,8.0
1,31.38,16.0
2,44.0,6.0
5,114.22,11.0
5,107.53,13.0
4,113.25,9.0
5,44.34,11.0
2,143.49,15.0
5,230.75,18.0
5,200.04,5.0
1,391.08,24.0
5,89.3,13.0
4,103.64,9.0
4,171.44,15.0
1,51.7,5.0
3,993.55,10.0
4,54.0,5.0
5,56.4,20.0
5,170.71,10.0
4,56.1,2.0
4,147.64,28.0
3,77.29,21.0
5,28.810000000000002,13.0
4,61.69,8.0
5,140.87,4.0
5,127.14,15.0
4,40.97,2.0
4,73.92,12.0
5,239.39,9.0
1,142.0,7.0
4,119.94,13.0
5,64.78,2.0
5,38.14,11.0
5,99.9,7.0
5,42.68,5.0
1,138.62,28.0
5,102.48,5.0
5,102.48,5.0
4,49.39,7.0
5,71.71,7.0
5,115.0,11.0
2,84.56,28.0
3,109.89,9.0
5,64.1,12.0
3,169.87,22.0
5,197.04,13.0
3,80.2,8.0
3,143.65,8.0
5,75.53,27.0
4,162.3,14.0
5,137.4,19.0
5,53.37,3.0
5,62.45,6.0
5,107.39,5.0
3,72.96,7.0
5,71.37,20.0
5,20.55,3.0
5,35.0,16.0
1,119.14,47.0
5,154.38,12.0
5,123.0,12.0
5,300.74,9.0
5,448.71,13.0
5,487.79,3.0
5,71.14,11.0
1,92.37,48.0
5,41.64,11.0
3,337.51,29.0
3,270.57,6.0
4,149.5,3.0
1,196.37,49.0
5,26.35,7.0
5,67.82,11.0
4,93.57,15.0
5,52.27,18.0
4,85.15,13.0
1,159.94,15.0
4,67.5,13.0
5,106.87,13.0
4,119.79,7.0
1,54.0,9.0
4,74.62,5.0
3,46.68,4.0
5,83.72,1.0
1,50.93,29.0
5,27.8,14.0
5,36.13,17.0
1,138.17,20.0
5,195.13,13.0
4,144.82,6.0
5,175.99,8.0
3,131.47,3.0
5,228.71,15.0
5,32.69,10.0
4,199.17,19.0
4,112.43,11.0
1,570.88,10.0
5,83.65,3.0
5,158.52,9.0
4,55.28,15.0
5,197.46,17.0
5,140.08,28.0
5,46.05,5.0
5,54.06,5.0
5,2158.57,3.0
1,102.56,32.0
4,186.13,7.0
4,27.38,1.0
1,32.96,8.0
5,72.29,6.0
5,213.19,15.0
5,40.78,15.0
5,56.78,7.0
4,86.15,15.0
1,126.68,23.0
5,100.9,3.0
5,125.79,4.0
5,173.68,7.0
4,122.8,10.0
5,42.0,13.0
5,39.45,5.0
4,131.56,18.0
5,546.45,3.0
5,194.9,11.0
5,313.53,3.0
5,141.78,12.0
4,30.83,11.0
5,90.9,30.0
5,113.62,7.0
5,308.28,2.0
5,229.7,13.0
4,77.16,12.0
1,33.88,13.0
2,71.63,8.0
5,66.66,2.0
5,53.0,11.0
3,211.6,8.0
5,93.19000000000001,7.0
4,227.6,7.0
4,108.5,4.0
4,168.75,3.0
5,37.59,9.0
1,114.77,6.0
5,61.44,2.0
4,76.92,2.0
5,76.02,7.0
2,112.71,27.0
2,244.38,24.0
5,361.27,25.0
5,351.73,25.0
5,183.93,7.0
5,65.55,9.0
5,38.38,5.0
5,158.45,8.0
1,90.18,26.0
5,131.62,4.0
5,224.71,8.0
4,90.17,23.0
5,990.45,4.0
1,347.5,6.0
4,44.34,7.0
5,69.84,5.0
5,416.55,23.0
5,39.58,5.0
5,89.17,18.0
1,52.47,4.0
5,138.6,13.0
1,1916.08,7.0
5,83.23,10.0
5,193.2,21.0
5,185.55,24.0
5,135.59,9.0
5,36.68,7.0
1,64.1,8.0
5,125.65,16.0
4,101.51,15.0
4,231.99,34.0
5,246.36,6.0
1,41.17,1.0
5,79.26,14.0
5,104.94,13.0
5,175.77,11.0
4,42.56,6.0
4,30.2,12.0
4,417.55,42.0
5,450.99,9.0
5,17.62,10.0
5,34.0,14.0
5,128.83,7.0
5,465.08,8.0
5,122.98,7.0
5,62.17,6.0
4,66.78,4.0
2,74.03,7.0
5,76.66,13.0
4,51.02,5.0
4,71.63,7.0
5,327.8,11.0
5,35.77,5.0
4,152.99,20.0
5,27.48,9.0
5,115.67,5.0
5,75.62,12.0
4,68.49,6.0
5,115.42,10.0
5,112.42,5.0
5,87.64,9.0
4,461.2,26.0
1,176.71,54.0
1,74.63,22.0
3,31.75,9.0
5,81.04,14.0
4,71.14,19.0
5,87.96,16.0
1,157.55,17.0
4,148.06,6.0
5,353.76,11.0
4,102.92,10.0
2,58.59,18.0
5,356.53,12.0
5,60.5,11.0
5,32.29,1.0
2,431.5,9.0
5,246.49,17.0
5,148.59,5.0
5,79.17,2.0
3,134.83,13.0
4,104.2,9.0
1,322.21,14.0
1,164.8,13.0
1,198.2,37.0
5,77.57,15.0
1,87.94,12.0
3,1214.65,6.0
4,68.18,24.0
5,78.19,5.0
5,124.25,3.0
5,115.94,10.0
5,49.34,11.0
4,42.06,8.0
5,89.27,5.0
5,59.46,12.0
5,93.72,10.0
5,111.73,5.0
5,68.62,2.0
4,95.21,12.0
5,92.87,12.0
5,738.67,6.0
5,319.17,17.0
5,186.19,10.0
5,305.19,5.0
5,54.51,7.0
5,84.14,13.0
5,423.13,19.0
5,65.05,12.0
5,189.56,3.0
4,121.95,5.0
5,162.65,3.0
5,32.23,7.0
4,37.38,10.0
4,70.83,5.0
5,35.4,15.0
1,55.18,13.0
4,76.02,13.0
5,147.34,5.0
5,158.8,3.0
5,86.37,12.0
5,154.14,10.0
1,504.37,33.0
4,49.75,12.0
5,78.7,5.0
1,262.07,89.0
4,47.06,5.0
5,144.31,7.0
1,77.97,15.0
5,56.62,6.0
5,96.6,6.0
2,88.54,11.0
5,772.51,9.0
5,65.05,25.0
4,62.93,10.0
5,167.07,6.0
1,26.29,15.0
5,159.47,9.0
5,72.05,8.0
5,20.29,3.0
3,90.88,12.0
3,171.55,6.0
4,138.95,7.0
5,123.47,8.0
4,37.27,3.0
3,158.71,11.0
4,67.58,5.0
5,316.19,17.0
5,111.02,17.0
4,62.04,15.0
4,75.65,7.0
5,117.51,6.0
5,618.6,19.0
1,260.08,14.0
5,62.65,2.0
5,75.08,24.0
5,56.61,12.0
4,124.83,5.0
5,56.64,9.0
4,149.16,6.0
5,40.01,11.0
3,239.0,7.0
5,48.22,9.0
3,146.66,26.0
2,146.01,10.0
4,75.07,12.0
5,34.0,9.0
5,207.26,2.0
5,45.93,10.0
2,46.71,10.0
5,123.85,8.0
1,91.86,37.0
1,148.14,13.0
4,87.38,9.0
4,54.09,24.0
4,131.58,6.0
4,47.53,1.0
5,61.38,7.0
5,137.53,15.0
5,50.75,38.0
5,44.09,8.0
4,53.32,1.0
5,67.12,19.0
5,66.29,7.0
4,568.61,5.0
3,29.28,20.0
5,130.26,8.0
5,226.66,7.0
5,339.53,15.0
1,1500.19,20.0
5,45.34,11.0
1,46.87,10.0
5,154.28,7.0
1,176.15,25.0
4,101.55,3.0
5,81.12,10.0
5,81.92,12.0
5,148.01,25.0
5,436.5,8.0
4,4163.51,2.0
5,112.71,7.0
5,596.27,14.0
5,91.55,7.0
5,218.87,12.0
4,56.13,7.0
5,51.69,8.0
3,60.01,8.0
3,157.21,8.0
5,123.54,9.0
1,43.27,18.0
5,123.59,8.0
5,69.22,11.0
5,118.87,6.0
5,47.61,6.0
5,100.82000000000001,2.0
5,49.55,8.0
2,35.93,4.0
5,45.86,5.0
2,51.15,33.0
5,66.63,1.0
3,63.82,5.0
1,64.23,41.0
5,117.53,11.0
5,29.1,8.0
4,27.1,20.0
5,93.54,4.0
5,25.87,1.0
5,66.31,7.0
5,379.11,8.0
4,178.5,17.0
5,166.92,9.0
3,115.2,11.0
5,201.04,13.0
5,103.37,11.0
5,65.0,16.0
4,45.19,13.0
5,367.11,6.0
5,264.84,5.0
2,174.21,11.0
5,129.79,19.0
4,36.69,15.0
5,260.99,6.0
5,92.41,3.0
4,374.64,15.0
5,28.89,14.0
5,136.6,13.0
5,226.71,19.0
5,43.5,11.0
5,279.24,7.0
5,67.58,5.0
5,41.62,6.0
4,102.2,7.0
5,92.76,26.0
3,143.12,17.0
5,126.23,1.0
1,343.71,42.0
1,161.46,9.0
4,202.66,6.0
5,3126.5,12.0
5,58.64,4.0
5,55.69,18.0
5,328.3,5.0
5,205.88,8.0
3,77.72,28.0
4,43.29,6.0
5,117.97,14.0
5,118.9,2.0
5,38.28,6.0
4,109.69,12.0
4,198.49,1.0
4,43.98,6.0
5,39.51,27.0
5,83.22,10.0
4,87.16,12.0
5,45.49,17.0
5,90.18,2.0
3,116.19,9.0
2,50.06,11.0
5,66.64,14.0
4,103.12,7.0
5,144.5,3.0
5,27.86,3.0
5,362.17,4.0
5,204.53,2.0
4,160.28,6.0
5,735.88,17.0
2,52.69,6.0
5,36.96,9.0
5,675.01,13.0
5,55.83,6.0
1,367.56,22.0
4,122.98,7.0
5,169.61,25.0
3,194.89,30.0
5,82.38,4.0
2,52.77,24.0
4,23.19,6.0
5,28.0,18.0
5,216.16,17.0
5,67.43,4.0
5,65.44,10.0
5,111.43,13.0
5,33.75,7.0
5,321.69,13.0
4,75.17,18.0
5,193.98,8.0
5,45.0,8.0
5,179.9,8.0
5,73.49,10.0
5,195.61,6.0
5,79.56,9.0
5,416.04,10.0
3,71.15,12.0
5,88.55000000000001,3.0
5,519.84,20.0
4,29.38,13.0
2,629.76,17.0
5,68.89,10.0
5,66.67,15.0
5,165.94,17.0
1,39.09,28.0
5,107.72,7.0
4,73.15,23.0
3,168.28,11.0
5,144.29,4.0
5,141.24,7.0
5,110.46,15.0
5,48.14,11.0
5,156.7,11.0
3,105.97,23.0
4,195.55,6.0
4,378.2,4.0
5,82.42,2.0
5,609.06,14.0
5,98.76,6.0
5,66.64,11.0
4,148.68,11.0
1,173.53,39.0
3,70.07,5.0
5,32.72,4.0
5,117.37,9.0
5,63.99,12.0
5,65.13,8.0
4,112.79,24.0
5,119.02,2.0
5,418.92,21.0
5,71.64,12.0
5,128.73,10.0
5,117.79,7.0
5,293.36,3.0
5,115.77,5.0
5,146.23,16.0
5,305.01,23.0
4,141.12,15.0
1,112.62,12.0
5,197.84,1.0
5,33.23,16.0
5,26.44,5.0
5,48.23,16.0
4,36.46,1.0
1,204.27,13.0
5,363.95,15.0
1,99.8,6.0
5,99.22,4.0
1,53.9,38.0
5,119.51,2.0
5,45.22,9.0
